map.put(001,霍亂(虎烈拉)
01714,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之結核病合併結節性紅斑症及過敏反應
01715,細菌學檢查未發現結核菌，但組織學確認結核病之結核病合併結節性紅斑症及過敏反應
01716,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之結核病合併結節
0172,周邊淋巴結結核病
01720,周邊淋巴結結核病
01721,未作細菌學或組織學檢查之周邊淋巴結結核病
01722,細菌學或組織學檢查未知(至今)之周邊淋巴結結核病
01723,顯微鏡檢(痰)發現結核菌之周邊淋巴結結核病
01724,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之周邊淋巴結結核病
01725,細菌學檢查未發現結核菌，但組織學確認結核病之周邊淋巴結結核病
01726,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之周邊淋巴結結核
0173,眼結核
01730,眼結核
01731,未作細菌學或組織學檢查之眼結核
01732,細菌學或組織學檢查未知(至今)之眼結核
01733,顯微鏡檢(痰)發現結核菌之眼結核
01734,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之眼結核
01735,細菌學檢查未發現結核菌，但組織學確認結核病之眼結核
01736,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之眼結核
0174,耳結核
01740,耳結核
01741,未作細菌學或組織學檢查之耳結核
01742,細菌學或組織學檢查未知(至今)之耳結核
01743,顯微鏡檢(痰)發現結核菌之耳結核
01744,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之耳結核
01745,細菌學檢查未發現結核菌，但組織學確認結核病之耳結核
01746,細菌學或組織學檢查未發現結核菌,但經由其他方法(如動物接種試驗)確認之耳結核
0175,甲狀腺結核
01750,甲狀腺結核
01751,未作細菌學或組織學檢查之甲狀腺結核
01752,細菌學或組織學檢查未知(至今)之甲狀腺結核
01753,顯微鏡檢(痰)發現結核菌之甲狀腺結核
01754,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之甲狀腺結核
01755,細菌學檢查未發現結核菌，但組織學確認結核病之甲狀腺結核
01756,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之甲狀腺結核
0176,腎上腺結核
01760,腎上腺結核
01761,未作細菌學或組織學檢查之腎上腺結核
01762,細菌學或組織學檢查未知(至今)之腎上腺結核
01763,顯微鏡檢(痰)發現結核菌之腎上腺結核
01764,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之腎上腺結核
01765,細菌學檢查未發現結核菌，但組織學確認結核病之腎上腺結核
01766,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之腎上腺結核
0177,脾結核
01770,脾結核
01771,未作細菌學或組織學檢查之脾結核
01772,細菌學或組織學檢查未知(至今)之脾結核
01773,顯微鏡檢(痰)發現結核菌之脾結核
01774,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之脾結核
01775,細菌學檢查未發現結核菌，但組織學確認結核病之脾結核
01776,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之脾結核
0178,食道結核
01780,食道結核
01781,未作細菌學或組織學檢查之食道結核
01782,細菌學或組織學檢查未知(至今)之食道結核
01783,顯微鏡檢(痰)發現結核菌之食道結核
01784,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之食道結核
01785,細菌學檢查未發現結核菌，但組織學確認結核病之食道結核
01786,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之食道結核
0179,其他特定器官結核
01790,其他特定器官結核
01791,未作細菌學或組織學檢查之其他特定器官結核
01792,細菌學或組織學檢查未知(至今)之其他特定器官結核
01793,顯微鏡檢(痰)發現結核菌之其他特定器官結核
01794,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之其他特定器官結核
01795,細菌學檢查未發現結核菌，但組織學確認結核病之其他特定器官結核
01796,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之其他特定器官結
018,粟粒狀結核
0180,急性粟粒狀結核
01800,急性粟粒狀結核
01801,未作細菌學或組織學檢查之急性粟粒狀結核
01802,細菌學或組織學檢查未知(至今)之急性粟粒狀結核
01803,顯微鏡檢(痰)發現結核菌之急性粟粒狀結核
01804,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之急性粟粒狀結核
01805,細菌學檢查未發現結核菌，但組織學確認結核病之急性粟粒狀結核
01806,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之急性粟粒狀結核
0188,其他特定粟粒狀結核
01880,其他特定粟粒狀結核
01881,未作細菌學或組織學檢查之其他特定粟粒狀結核
01882,細菌學或組織學檢查未知(至今)之其他特定粟粒狀結核
01883,顯微鏡檢(痰)發現結核菌之其他特定粟粒狀結核
01884,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之其他特定粟粒狀結核
01885,細菌學檢查未發現結核菌，但組織學確認結核病之其他特定粟粒狀結核
01886,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之其他特定粟粒狀
0189,粟粒狀結核
01890,粟粒狀結核
01891,未作細菌學或組織學檢查之粟粒狀結核
01892,細菌學或組織學檢查未知(至今)之粟粒狀結核
01893,顯微鏡檢(痰)發現結核菌之粟粒狀結核
01894,顯微鏡檢(痰)未發現結核菌，但細菌培養陽性之粟粒狀結核
01895,細菌學檢查未發現結核菌，但組織學確認結核病之粟粒狀結核
01896,細菌學或組織學檢查未發現結核菌，但經由其他方法(如動物接種試驗)確認之粟粒狀結核
020,同性戀
020,鼠疫
020-027,動物媒介之細菌性疾病
0200,腺鼠疫
0201,蜂窩組織皮膚性鼠疫
0202,敗血性鼠疫
0203,原發性肺鼠疫
0204,續發性肺鼠疫
0205,肺鼠疫
0208,其他特定型態鼠疫
0209,鼠疫
021,兔熱病(土拉桿菌病)
0210,潰瘍腺體型兔熱病
0211,腸型兔熱病
0212,肺型兔熱病
0213,眼腺體型兔熱病
0218,其他特定之兔熱病
0219,兔熱病
022,炭疽病
0220,皮膚炭疽病
0221,肺炭疽病
0222,腸胃炭疽病
0223,炭疽性敗血症
0228,其他特定表徵之炭疽病
0229,炭疽病
023,布魯士桿菌病
0230,地中海型布魯士桿菌病
0231,流產型布魯士桿菌病
0232,豚型布魯士桿菌病
0233,犬型布魯士桿菌病
0238,其他布魯士桿菌病
0239,布魯士桿菌病
024,馬鼻疽
025,類鼻疽病
026,鼠咬熱
0260,螺旋菌熱
0261,鏈桿菌熱
0269,鼠咬熱
027,其他動物媒介之細菌性疾病
0270,李司特菌病
0271,單毒絲狀菌感染病
0272,巴斯德桿菌病
0278,其他特定動物媒介之細菌性疾病
0279,動物媒介之細菌性疾病
030,麻風
030-041,其他細菌性疾病
0300,麻風瘤型(L型)麻風
0301,類結核型(T型)麻風
0302,未定型(I 型)麻風
0303,不確定型(B型)麻風
0308,其他特定之麻風
0309,麻風
031,其他分枝桿菌所致之疾病
0310,其他分枝桿菌所致之肺部疾病
0311,其他分枝桿菌所致之皮膚疾病
0312,其他分枝桿菌所致之散佈性疾病
0318,其他特定分枝桿菌所致之疾病
0319,分枝桿菌所致之疾病
032,白喉
0320,咽門白喉
0321,鼻咽白喉
0322,前鼻白喉
0323,喉部白喉
0328,其他特定之白喉
03281,眼結膜白喉
03282,白喉性心肌炎
03283,白喉性腹膜炎
03284,白喉性膀胱炎
03285,皮膚白喉
03289,其他特定之白喉
0329,白喉
033,百日咳
0330,百日咳桿菌性百日咳
0331,副百日咳桿菌性百日咳
0338,其他特定病原體所致之百日咳
0339,病原體不明之百日咳
034,鏈球菌性咽喉炎及猩紅熱
0340,鏈球菌性咽喉炎
0341,猩紅熱
035,丹毒
036,腦膜炎球菌感染
0360,腦膜炎球菌性腦膜炎
0361,腦膜炎球菌性腦炎
0362,腦膜炎球菌菌血症
0363,腦膜炎球菌性Waterhouse-Friderichsen徵候群
0364,腦膜炎球菌性心臟炎
03640,腦膜炎球菌性心臟炎
03641,腦膜炎球菌心包炎
03642,腦膜炎球菌心內膜炎
03643,腦膜炎球菌心肌炎
0368,其他特定之腦膜炎球菌感染
03681,腦膜炎球菌性視經炎
03682,腦膜炎球菌性關節病變
03689,其他特定之腦膜炎球菌感染
0369,腦膜炎球菌感染症
037,破傷風
038,敗血症
0380,鏈球菌性敗血症
0381,葡萄球菌性敗血症
03810,葡萄球菌性敗血症
03811,金黃色葡萄球菌性敗血症
03819,其他葡萄球菌性敗血症
0382,肺炎球菌性敗血症
0383,厭氧菌所致之敗血症
0384,其他革蘭氏陰性菌所致之敗血症
03840,革蘭氏陰性菌所致之敗血症
03841,流行性感冒嗜血桿菌所致之敗血症
03842,大腸桿菌所致之敗血症
03843,假單胞菌所致之敗血症
03844,Serratia氏桿菌所致之敗血症
03849,其他革蘭氏陰性菌所致之敗血症
0388,其他特定之敗血症
0389,敗血症
039,放射線菌感染
0390,放射線菌感染所致之皮膚疾病
0391,放射線菌感染所致之肺疾病
0392,放射線菌感染所致之腹部疾病
0393,放射線菌感染所致之頸面部疾病
0394,放射線菌感染所致之Madura足腫
0398,其他特定部位之放射線菌感染
0399,未明示部位之放射線菌感染
040,其他細菌性疾病
0400,氣性壞疽
0401,鼻硬結病
0402,Whipple氏疾病(肉芽腫性脂肪消耗病)
0403,壞死桿菌病
0408,其他特定之細菌性疾病
04081,熱帶膿肌炎
04089,其他特定之細菌性疾病
041,其他特定之細菌性感染
0410,鏈球菌感染
04100,鏈球菌感染
04101,A族鏈球菌感染
04102,B族鏈球菌感染
04103,C族鏈球菌感染
04104,D族鏈球菌感染
04105,G族鏈球菌感染
04109,其他鏈球菌感染
0411,葡萄球菌感染
04110,葡萄球菌感染
04111,金黃色葡萄球菌感染
04119,其他葡萄球菌感染
0412,肺炎球菌感染
0413,Friedlander氏桿菌感染
0414,大腸桿菌感染
0415,流行性感冒嗜血桿菌感染
0416,變形桿菌(奇異)(摩爾根)感染
0417,假單胞桿菌感染
0418,其他特定細菌性感染
04181,鰴漿菌感染
04182,鬆脆桿菌感染
04183,產氣夾膜梭菌感染
04184,其他厭氧菌感染
04185,其他格蘭氏陰性菌感染
04186,幽門桿菌染感染
04189,其他特定之細菌感染
0419,細菌性感染
042,人類免疫不全病毒感染
045,急性脊髓灰白質炎
045-049,脊髓灰白質炎及其他非節肢動物媒介之中樞神經系統病毒性疾病
0450,急性麻痺性延髓性脊髓灰白質炎
04500,病毒類型不明之急性麻痺性延髓性脊髓灰白質炎
04501,第Ⅰ型脊髓灰白質炎病毒所致之急性麻痺性延髓性脊髓灰白質炎
04502,第Ⅱ型脊髓灰白質炎病毒所致之急性麻痺性延髓性脊髓灰白質炎
04503,第Ⅲ型脊髓灰白質炎病毒所致之急性麻痺性延髓性脊髓灰白質炎
0451,急性脊髓灰白質炎併其他麻痺
04510,病毒類型不明之急性脊髓灰白質炎併其他麻痺
04511,第Ⅰ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎併其他麻痺
04512,第Ⅱ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎併其他麻痺
04513,第Ⅲ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎併其他麻痺
0452,急性非麻痺性脊髓灰白質炎
04520,病毒類型不明之急性非麻痺性脊髓灰白質炎
04521,第Ⅰ型脊髓灰白質炎病毒所致之急性非麻痺性脊髓灰白質炎
04522,第Ⅱ型脊髓灰白質炎病毒所致之急性非麻痺性脊髓灰白質炎
04523,第Ⅲ型脊髓灰白質炎病毒所致之急性非麻痺性脊髓灰白質炎
0459,急性脊髓灰白質炎
04590,病毒類型不明之急性脊髓灰白質炎
04591,第Ⅰ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎
04592,第Ⅱ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎
04593,第Ⅲ型脊髓灰白質炎病毒所致之急性脊髓灰白質炎
046,中樞神經系統慢性病毒感染
0460,Kuru病
0461,Jakob-Creutzfeldt病
0462,亞急性硬化性泛腦炎
0463,進行性多發型腦白質病變
0468,中樞神經系統其他特定慢病毒感染
0469,中樞神經系統慢病毒感染
047,腸病毒所致之腦膜炎
0470,Coxsackie病毒所致之腦膜炎
0471,腸細胞致病性人類孤獨型病毒所致之腦膜炎
0478,其他特定病毒性腦膜炎
0479,病毒性腦膜炎
048,其他腸病毒所致之中樞神經系統疾病
049,其他非節肢動物媒介病毒所致之中樞神經系統疾病
0490,淋巴球性脈絡叢腦膜炎
0491,腺病毒所致之腦膜炎
0498,其他特定非節肢動物媒介病毒所致之中樞神經系統疾病
0499,非節肢動物媒介病毒所致之中樞神經系統疾病
051,煙草使用異常
050,天花
050-057,併發疹之病毒性疾病
0500,重症天花
0501,類天花(輕型天花)
0502,變型天花
0509,天花
051,牛痘及副牛痘
0510,牛痘
0511,假牛痘
0512,接觸性膿?皮膚炎
0519,副牛痘
052,水痘
0520,水痘後腦炎
0521,水痘(出血性)肺炎
0527,水痘併其他特定之合併症
0528,水痘併合併症
0529,水痘未提及合併症
053,帶狀?疹
0530,帶狀?疹併腦膜炎
0531,帶狀?疹併其他神經系統合併症
05310,帶狀?疹併神經系統合併症
05311,膝狀帶狀?疹
05312,疹後三叉神經痛
05313,疹後多發神經病變
05319,帶狀?疹併其他神經系統合併症
0532,帶狀?疹併眼部合併症
05320,眼瞼帶狀?疹皮膚炎
05321,帶狀?疹性角膜結膜炎
05322,帶狀?疹性虹膜睫狀體炎
05329,帶狀?疹併其他眼部合併症
0537,帶狀?疹併其他合併症
05371,帶狀?疹所致之外耳炎
